numero_pedido,fecha_pedido,fecha_vencimiento,monto_neto,codigo_cliente,nombre_cliente,direccion_cliente,ciudad_cliente,codigo_articulo,descripcion_articulo,cantidad_pedida,precio_unitario,prioridad
2,5/9/2024 11:31,5/9/2024 11:31,141.00,297419748,MULTISERVICIOS SOUBLETTE A.C. C.A.,AV PRINCIPAL DE LA URB SOUBLETE LOCAL S/N URB LA SOUBLETTE  CATIA LA MAR EDO LA GUAIRA,CATIA LA MAR,GMOD001R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (12 X 0.95 LT),"100,000","6,900,000",Alta
2,5/9/2024 11:31,5/9/2024 11:31,141.00,297419748,MULTISERVICIOS SOUBLETTE A.C. C.A.,AV PRINCIPAL DE LA URB SOUBLETE LOCAL S/N URB LA SOUBLETTE  CATIA LA MAR EDO LA GUAIRA,CATIA LA MAR,GMOD008R                      ,MOBIL ATF D/M DEXRON VI GM DEXRON VI  ( 6X0.95 LT ),"100,000","7,200,000",Alta
3,5/9/2024 11:33,5/9/2024 11:33,160.08,295336284,AUTOLAVADO Y ENGRASE CAMPANITA 2007 C.A.,AV LA PLAYA LOCAL PARCELA DE TERRENO NRO 2 URB CATIA LA MAR EDO LA GUAIRA,LA GUAIRA,GMOD001R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (12 X 0.95 LT),"200,000","6,900,000",Alta
24,5/17/2024 17:50,5/17/2024 17:50,1090.00,307292342,"SERVICAUCHO LOS GALLO, C.A.",AV. LOS PROCERES GALPON SERVICAUCHO LOS GALLO S/N SECTOR LA PEDREGOSA. MERIDA. ESATDO MERIDA.,MERIDA,GHYA018R                      ,HYUNDAI XTEER G700 10W40 API SP ( CAJA 4 X 4 LT ),"500,000","8,800,000",Alta
24,5/17/2024 17:50,5/17/2024 17:50,1090.00,307292342,"SERVICAUCHO LOS GALLO, C.A.",AV. LOS PROCERES GALPON SERVICAUCHO LOS GALLO S/N SECTOR LA PEDREGOSA. MERIDA. ESATDO MERIDA.,MERIDA,GHYD008R                      ,HYUNDAI XTEER ATF SP 3 HV (  12 X 1 LT ),"1,000,000","6,500,000",Alta
19,5/13/2024 14:15,5/20/2024 14:15,9035.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOA028R                      ,"MOBIL SUPER MOTO 4T 20W50 API SL, JASO MA 2016, JASO MA2 2016 ( 12X1 LT)","1,500,000","7,000,000",Alta
19,5/13/2024 14:15,5/20/2024 14:15,9035.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOA031R                      ,"MOBIL SUPER 3000 XE 5W30 API SN, ACEA A3/B4, MB 229-3 PORSCHE A40 ( CAJA 12X0.95 LT )","1,000,000","10,600,000",Alta
19,5/13/2024 14:15,5/20/2024 14:15,9035.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOG003S                      ,MOBILGREASE XHP 222 COMPLEJO DE LITIO NLGI 2 DIN 51825-204-06-KP 2 N-20 (CART 10X0.39 KG),"4,000,000","6,700,000",Alta
19,5/13/2024 14:15,5/20/2024 14:15,9035.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOA040R                      ,"MOBIL 1 0W20 API SP CONSERVADOR DE RECURSOS, SP, SN, 10.000 MILLAS (6 X 1 LT )","1,000,000","7,200,000",Alta
19,5/13/2024 14:15,5/20/2024 14:15,9035.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOA046R                      ,"MOBIL SUPER 2000 5W30 API SP CONSERVADOR DE RECURSOS, ILSAC GF-6A ( 12X0.95 LT)","1,500,000","7,500,000",Alta
19,5/13/2024 14:15,5/20/2024 14:15,9035.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOB021R                      ,MOBIL DELVAC MODERN 15W40 SUPER DEFENSE V3 (PAILA 18.9 LT),"2,500,000","9,600,000",Alta
1,5/9/2024 11:23,5/24/2024 11:23,106.00,317669780,MULTISERVICIOS CATIA LA MAR F.B.R. C.A.,AV TACAGUA LOCAL PARCELA 29 URBANIZACION LA ATLANTIDA CATIA LA MAR EDO LA GUAIRA,CATIA LA MAR,GMOA031R                      ,"MOBIL SUPER 3000 XE 5W30 API SN, ACEA A3/B4, MB 229-3 PORSCHE A40 ( CAJA 12X0.95 LT )","100,000","10,600,000",Alta
28,5/24/2024 11:40,5/24/2024 11:40,2400.00,623297,CAUCHOS OVIDIO C.A.,KM8 CARRETERA PANAMERICANA LOS TEQUES - ESTADO MIRANDA,CARACAS,CCOD003R                      ,12R22.5 152/148L HDR2 SA CONTINENTAL,"500,000","48,000,000",Alta
5,5/10/2024 11:49,5/25/2024 11:49,442.00,J306689591      ,"CAUCHOS SANTA FE, C.A.",CTRA VIEJA BARUTA LOCAL NRO 5 URB.SANTA FE SUR - CARACAS EDO.MIRANDA,CARACAS,GMOA021R                      ,MOBIL SUPER 1000 20W50 API SN (CAJA 12X0.95 LT),"200,000","7,000,000",Alta
5,5/10/2024 11:49,5/25/2024 11:49,442.00,J306689591      ,"CAUCHOS SANTA FE, C.A.",CTRA VIEJA BARUTA LOCAL NRO 5 URB.SANTA FE SUR - CARACAS EDO.MIRANDA,CARACAS,GMOA026R                      ,MOBIL SUPER 2000 10W30 API SP ILSAC GF-6A ( 12X0.95 LT),"200,000","7,300,000",Alta
5,5/10/2024 11:49,5/25/2024 11:49,442.00,J306689591      ,"CAUCHOS SANTA FE, C.A.",CTRA VIEJA BARUTA LOCAL NRO 5 URB.SANTA FE SUR - CARACAS EDO.MIRANDA,CARACAS,GMOA025R                      ,"MOBIL SUPER 2000 X1 10W40 API SN PLUS, ACEA A3/B3, MB 229.1 ( 12X0.95 LT)","200,000","7,800,000",Alta
6,5/10/2024 11:56,5/25/2024 11:56,457.00,412732820,TRANSPORTE Y MECANICA TRANSMECANIC C.A.,CTRA LOS GUAYABITOS EDIF GALPON FULSARO PISO PB LOCAL PB URB EL PROGRESO CARACAS EDO MIRANDA,CARACAS,GMOA025R                      ,"MOBIL SUPER 2000 X1 10W40 API SN PLUS, ACEA A3/B3, MB 229.1 ( 12X0.95 LT)","200,000","7,800,000",Alta
6,5/10/2024 11:56,5/25/2024 11:56,457.00,412732820,TRANSPORTE Y MECANICA TRANSMECANIC C.A.,CTRA LOS GUAYABITOS EDIF GALPON FULSARO PISO PB LOCAL PB URB EL PROGRESO CARACAS EDO MIRANDA,CARACAS,GMOA026R                      ,MOBIL SUPER 2000 10W30 API SP ILSAC GF-6A ( 12X0.95 LT),"100,000","7,300,000",Alta
6,5/10/2024 11:56,5/25/2024 11:56,457.00,412732820,TRANSPORTE Y MECANICA TRANSMECANIC C.A.,CTRA LOS GUAYABITOS EDIF GALPON FULSARO PISO PB LOCAL PB URB EL PROGRESO CARACAS EDO MIRANDA,CARACAS,GMOA034R                      ,MOBIL SUPER 1000 20W50 API SN   ( GARRAFA 4X3.785 LT ),"100,000","8,800,000",Alta
6,5/10/2024 11:56,5/25/2024 11:56,457.00,412732820,TRANSPORTE Y MECANICA TRANSMECANIC C.A.,CTRA LOS GUAYABITOS EDIF GALPON FULSARO PISO PB LOCAL PB URB EL PROGRESO CARACAS EDO MIRANDA,CARACAS,GMOA021R                      ,MOBIL SUPER 1000 20W50 API SN (CAJA 12X0.95 LT),"200,000","7,000,000",Alta
7,5/10/2024 12:03,5/25/2024 12:03,1050.00,503955970,"CORPORACION VENELJET, C.A.",AVENIDA LIBERTADOR ENTRE CALLE LAS MERCEDES Y PANTIN LOCAL PB LOCAL 32 URB CHACAO CARACAS EDO MIRANDA,CARACAS,GMOA028R                      ,"MOBIL SUPER MOTO 4T 20W50 API SL, JASO MA 2016, JASO MA2 2016 ( 12X1 LT)","1,500,000","7,000,000",Alta
8,5/10/2024 12:04,5/25/2024 12:04,345.00,404663258,DISTRIBUIDORA D´ABREU 15-82 C.A.,AV PRESIDENTE MEDINA ENTRE AV NICARAGUA Y AV CENTRO AMERICA EDF ROMANO PISO PB LOCAL 1 URB LAS ACACIAS CARACAS DTTO FEDERAL,CARACAS,GMOD001R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (12 X 0.95 LT),"500,000","6,900,000",Alta
9,5/10/2024 12:06,5/25/2024 12:06,401.00,1490507,INVERSIONES BURCA S.R.L.,AV LIBERTADOR CON CALLE EL MUÑECO LOCAL ESTACION DE SERVICIO EL MUÑECO NRO PB URB CHACAO CARACAS EDO MIRANDA,CARACAS,GMOD001R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (12 X 0.95 LT),"100,000","6,900,000",Alta
9,5/10/2024 12:06,5/25/2024 12:06,401.00,1490507,INVERSIONES BURCA S.R.L.,AV LIBERTADOR CON CALLE EL MUÑECO LOCAL ESTACION DE SERVICIO EL MUÑECO NRO PB URB CHACAO CARACAS EDO MIRANDA,CARACAS,GMOA031R                      ,"MOBIL SUPER 3000 XE 5W30 API SN, ACEA A3/B4, MB 229-3 PORSCHE A40 ( CAJA 12X0.95 LT )","100,000","10,600,000",Alta
9,5/10/2024 12:06,5/25/2024 12:06,401.00,1490507,INVERSIONES BURCA S.R.L.,AV LIBERTADOR CON CALLE EL MUÑECO LOCAL ESTACION DE SERVICIO EL MUÑECO NRO PB URB CHACAO CARACAS EDO MIRANDA,CARACAS,GMOA025R                      ,"MOBIL SUPER 2000 X1 10W40 API SN PLUS, ACEA A3/B3, MB 229.1 ( 12X0.95 LT)","200,000","7,800,000",Alta
9,5/10/2024 12:06,5/25/2024 12:06,401.00,1490507,INVERSIONES BURCA S.R.L.,AV LIBERTADOR CON CALLE EL MUÑECO LOCAL ESTACION DE SERVICIO EL MUÑECO NRO PB URB CHACAO CARACAS EDO MIRANDA,CARACAS,GMOA021R                      ,MOBIL SUPER 1000 20W50 API SN (CAJA 12X0.95 LT),"100,000","7,000,000",Alta
10,5/10/2024 12:08,5/25/2024 12:08,416.00,503845538,MULTIMILLA C.A.,CTRA VIA PRINCIPAL LAS POLONIAS CC SANTA MARTA NIVEL PB LOCAL B-3 SECTOR SAN ANTONIO DE LOS ALTOS SAN ANTONIO DE LOS ALTOS EDO MIRANDA,SAN ANTONIO DE LOS ALTOS,GMOD002R                      ,MOBILUBE HD PLUS 80W90 API GL-5/MT-1 (PAILA 18.9 LT),"400,000","10,400,000",Alta
11,5/10/2024 12:10,5/25/2024 12:10,226.00,410691093,"MULTISERVICIOS TODO 4X4, C.A",AV. AVENIDA AMERICA EDIF. JARDIN AMERICA II PISO 1 APT 11 URB LAS ACACIAS CARACAS - DISTRITO CAPITAL,CARACAS,GMOA021R                      ,MOBIL SUPER 1000 20W50 API SN (CAJA 12X0.95 LT),"100,000","7,000,000",Alta
11,5/10/2024 12:10,5/25/2024 12:10,226.00,410691093,"MULTISERVICIOS TODO 4X4, C.A",AV. AVENIDA AMERICA EDIF. JARDIN AMERICA II PISO 1 APT 11 URB LAS ACACIAS CARACAS - DISTRITO CAPITAL,CARACAS,GMOA025R                      ,"MOBIL SUPER 2000 X1 10W40 API SN PLUS, ACEA A3/B3, MB 229.1 ( 12X0.95 LT)","200,000","7,800,000",Alta
12,5/10/2024 12:17,5/25/2024 12:17,98.00,22538167,GERARDO CORDERO,"LA CALIFORNIA, CARACAS",CARACAS,GMOB024R                      ,MOBIL DELVAC LEGEND 1350 SAE 50  API CF / SF (PAILA 18.9 LT),"100,000","9,800,000",Alta
13,5/10/2024 12:21,5/25/2024 12:21,692.00,413143470,INVERSIONES REPUESTOS LOUCARS 2019 C.A.,INTERCOMUNAL GUARENAS-GUATIRE DETRAS DEL CENTRO COMERCIAL BUENAVENTURA VISTA PLACE EDO MIRANDA,GUATIRE,GMOV002R                      ,MOBIL DELVAC EXTENDED LIFE REFRIGERANTE 50/50  (GARRAFA 6X3.785 LT),"200,000","10,400,000",Alta
13,5/10/2024 12:21,5/25/2024 12:21,692.00,413143470,INVERSIONES REPUESTOS LOUCARS 2019 C.A.,INTERCOMUNAL GUARENAS-GUATIRE DETRAS DEL CENTRO COMERCIAL BUENAVENTURA VISTA PLACE EDO MIRANDA,GUATIRE,GMOA026R                      ,MOBIL SUPER 2000 10W30 API SP ILSAC GF-6A ( 12X0.95 LT),"200,000","7,300,000",Alta
13,5/10/2024 12:21,5/25/2024 12:21,692.00,413143470,INVERSIONES REPUESTOS LOUCARS 2019 C.A.,INTERCOMUNAL GUARENAS-GUATIRE DETRAS DEL CENTRO COMERCIAL BUENAVENTURA VISTA PLACE EDO MIRANDA,GUATIRE,GMOA024R                      ,MOBIL SUPER 2000 5W20 API SP ILSAC GF-6A ( 12X0.95 LT),"200,000","7,700,000",Alta
13,5/10/2024 12:21,5/25/2024 12:21,692.00,413143470,INVERSIONES REPUESTOS LOUCARS 2019 C.A.,INTERCOMUNAL GUARENAS-GUATIRE DETRAS DEL CENTRO COMERCIAL BUENAVENTURA VISTA PLACE EDO MIRANDA,GUATIRE,GMOA033R                      ,"MOBIL SUPER 2000 10W30 API SP, ILSAC GF-6A ( 4X3.785 LT )","200,000","9,200,000",Alta
14,5/10/2024 13:51,5/25/2024 13:51,582.00,501674086,DESARROLLOS 1947 RUTA C.A.,AV INTERCOMUNAL GUARENAS-GUATIRE LOCAL NRO 02 ZONA INDUSTRIAL VEGA ARRIBA GUATIRE EDO MIRANDA,GUATIRE,GMOB024R                      ,MOBIL DELVAC LEGEND 1350 SAE 50  API CF / SF (PAILA 18.9 LT),"300,000","9,800,000",Alta
14,5/10/2024 13:51,5/25/2024 13:51,582.00,501674086,DESARROLLOS 1947 RUTA C.A.,AV INTERCOMUNAL GUARENAS-GUATIRE LOCAL NRO 02 ZONA INDUSTRIAL VEGA ARRIBA GUATIRE EDO MIRANDA,GUATIRE,GMOB021R                      ,MOBIL DELVAC MODERN 15W40 SUPER DEFENSE V3 (PAILA 18.9 LT),"300,000","9,600,000",Alta
15,5/10/2024 14:04,5/25/2024 14:04,2506.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA052R                      ,"MOBIL 1 5W30 API SP CONSERVADOR DE RECURSOS, API, SP, SN PLUS, SN, SM 10,000 MILLAS ( CAJA 6X0.95 LT)","500,000","6,800,000",Alta
15,5/10/2024 14:04,5/25/2024 14:04,2506.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA053R                      ,"MOBIL 1 0W40 API SP CONSERVADOR DE RECURSOS, SP, SN, 10,000 MILLAS ( CAJA 6X0.95 LT)","600,000","7,200,000",Alta
15,5/10/2024 14:04,5/25/2024 14:04,2506.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOD001R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (12 X 0.95 LT),"1,000,000","6,900,000",Alta
15,5/10/2024 14:04,5/25/2024 14:04,2506.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA034R                      ,MOBIL SUPER 1000 20W50 API SN   ( GARRAFA 4X3.785 LT ),"300,000","8,800,000",Alta
15,5/10/2024 14:04,5/25/2024 14:04,2506.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA025R                      ,"MOBIL SUPER 2000 X1 10W40 API SN PLUS, ACEA A3/B3, MB 229.1 ( 12X0.95 LT)","1,000,000","7,800,000",Alta
16,5/10/2024 14:21,5/25/2024 14:21,710.00,501674086,DESARROLLOS 1947 RUTA C.A.,AV INTERCOMUNAL GUARENAS-GUATIRE LOCAL NRO 02 ZONA INDUSTRIAL VEGA ARRIBA GUATIRE EDO MIRANDA,GUATIRE,GMOA024R                      ,MOBIL SUPER 2000 5W20 API SP ILSAC GF-6A ( 12X0.95 LT),"400,000","7,700,000",Alta
16,5/10/2024 14:21,5/25/2024 14:21,710.00,501674086,DESARROLLOS 1947 RUTA C.A.,AV INTERCOMUNAL GUARENAS-GUATIRE LOCAL NRO 02 ZONA INDUSTRIAL VEGA ARRIBA GUATIRE EDO MIRANDA,GUATIRE,GMOA046R                      ,"MOBIL SUPER 2000 5W30 API SP CONSERVADOR DE RECURSOS, ILSAC GF-6A ( 12X0.95 LT)","400,000","7,500,000",Alta
16,5/10/2024 14:21,5/25/2024 14:21,710.00,501674086,DESARROLLOS 1947 RUTA C.A.,AV INTERCOMUNAL GUARENAS-GUATIRE LOCAL NRO 02 ZONA INDUSTRIAL VEGA ARRIBA GUATIRE EDO MIRANDA,GUATIRE,GMOB022R                      ,"MOBIL DELVAC MODERN FULL PROTECTION 15W40 API CK-4, CJ4, CI4 PLUS, CI4, CH-4 SN ACE E7/E9  (PAILA 18.9 LT)","100,000","10,200,000",Alta
17,5/10/2024 14:26,5/25/2024 14:26,132.00,503706543,AUTOSERVICIOS Y CAUCHOS AVILA C.A.,AVENIDA LIBERTADOR CON ESQUINA CALLE JOSE FELIX SOSA LOCAL NRO. 10-11 URB BELLO CAMPO CHACAO CARACAS,CARACAS,GMOA020R                      ,MOBIL SPECIAL ALTO KILOM 25W50 API SG (CAJA 12X0.95 LT),"200,000","6,600,000",Alta
18,5/10/2024 14:31,5/25/2024 14:31,144.00,16329434,QUINTIN HERNANDEZ,BARRIO SAN BLAS PETARE EDO. MIRANDA,CARACAS,GMOA040R                      ,"MOBIL 1 0W20 API SP CONSERVADOR DE RECURSOS, SP, SN, 10.000 MILLAS (6 X 1 LT )","200,000","7,200,000",Alta
32,5/27/2024 9:51,5/27/2024 9:51,252.00,314560220,CORPORACION LATINOAMERICANA DEL CAUCHO S.A.,"AV. PUENTE ANGOSTURA LOCAL NRO. S/N, CIUDAD BOLIVAR - EDO. BOLIVAR",CIUDAD BOLIVAR,CVAH087C                      ,7.00-12 PR14 SET ROOGO,"200,000","14,000,000",Alta
34,5/29/2024 10:57,5/29/2024 10:57,915.60,10500758,MARCOS PEREZ,"LA LAGUNITA EL HATILLO, CARACAS",CARACAS,CSAD005R                      ,7.50R16LT 122/118N 14PR SET SL 16 SAILUN,"600,000","21,800,000",Alta
36,5/29/2024 11:20,5/29/2024 11:20,5270.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA021R                      ,MOBIL SUPER 1000 20W50 API SN (CAJA 12X0.95 LT),"1,000,000","7,000,000",Alta
36,5/29/2024 11:20,5/29/2024 11:20,5270.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA025R                      ,"MOBIL SUPER 2000 X1 10W40 API SN PLUS, ACEA A3/B3, MB 229.1 ( 12X0.95 LT)","1,000,000","7,800,000",Alta
36,5/29/2024 11:20,5/29/2024 11:20,5270.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA033R                      ,"MOBIL SUPER 2000 10W30 API SP, ILSAC GF-6A ( 4X3.785 LT )","1,500,000","9,200,000",Alta
36,5/29/2024 11:20,5/29/2024 11:20,5270.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA052R                      ,"MOBIL 1 5W30 API SP CONSERVADOR DE RECURSOS, API, SP, SN PLUS, SN, SM 10,000 MILLAS ( CAJA 6X0.95 LT)","2,000,000","6,800,000",Alta
36,5/29/2024 11:20,5/29/2024 11:20,5270.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOA053R                      ,"MOBIL 1 0W40 API SP CONSERVADOR DE RECURSOS, SP, SN, 10,000 MILLAS ( CAJA 6X0.95 LT)","1,000,000","7,200,000",Alta
36,5/29/2024 11:20,5/29/2024 11:20,5270.00,500546114,"COMERCIALIZADORA IREMI 637865, C.A.",AV QUITO EDIF VIZCAYA PISO 1 OFC 8 URB LOS CAOBOS PLAZA VENEZUELA CARACAS DTTO CAPITAL,CARACAS,GMOD009R                      ,MOBILUBE HD PLUS 80W90 API GL-5/MT-1 (CAJA 12X0.95 LT),"500,000","6,600,000",Alta
38,5/29/2024 11:26,5/29/2024 11:26,81.20,312267399,AUTOLAVADO AMAZONAS C.A.,CALLE VIA LA MORITA LOCAL GALPON AMAZONAS NRO S/N URB LA GONZALERA SAN ANTONIO DE LOS ALTOS EDO MIRANDA,SAN ANTONIO DE LOS ALTOS,GMOD001R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (12 X 0.95 LT),"100,000","7,000,000",Alta
39,5/29/2024 11:27,5/29/2024 11:27,408.00,501674086,DESARROLLOS 1947 RUTA C.A.,AV INTERCOMUNAL GUARENAS-GUATIRE LOCAL NRO 02 ZONA INDUSTRIAL VEGA ARRIBA GUATIRE EDO MIRANDA,GUATIRE,GMOD009R                      ,MOBILUBE HD PLUS 80W90 API GL-5/MT-1 (CAJA 12X0.95 LT),"300,000","6,600,000",Alta
39,5/29/2024 11:27,5/29/2024 11:27,408.00,501674086,DESARROLLOS 1947 RUTA C.A.,AV INTERCOMUNAL GUARENAS-GUATIRE LOCAL NRO 02 ZONA INDUSTRIAL VEGA ARRIBA GUATIRE EDO MIRANDA,GUATIRE,GMOD001R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (12 X 0.95 LT),"300,000","7,000,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOD001R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (12 X 0.95 LT),"1,500,000","7,000,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOB024R                      ,MOBIL DELVAC LEGEND 1350 SAE 50  API CF / SF (PAILA 18.9 LT),"1,500,000","9,800,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOG001S                      ,MOBILGREASE XHP 222 COMPLEJO DE LITIO NLGI 2 DIN 51825-204-06-KP 2 N-20 (PAILA 16 KG),"1,000,000","22,000,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOD013R                      ,MOBIL ATF D/M DEXRON III H API ALLISON C-4 MERCON DEXRON IIIH  (TAMBOR 208 LT),"100,000","115,000,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOF002R                      ,MOBIL HYDRAULIC AW68 ISO 68  (TAMBOR 208.2 LT),"800,000","90,000,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOA041R                      ,"MOBIL SUPER 3000 X4 5W40 API SP, ACEA A3 /B4, MB229.5, PORSCHE A40 ( CAJA 12X0.95LT)","500,000","9,400,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOA025R                      ,"MOBIL SUPER 2000 X1 10W40 API SN PLUS, ACEA A3/B3, MB 229.1 ( 12X0.95 LT)","1,000,000","7,800,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOA026R                      ,MOBIL SUPER 2000 10W30 API SP ILSAC GF-6A ( 12X0.95 LT),"1,500,000","7,300,000",Alta
35,5/29/2024 11:06,6/1/2024 11:06,16095.00,402380135,TRANSPORTE RAUDO 1729 C.A.,AV GONZALEZ RINCONES CON CALLE LA LIMONERA EDF RODE PISO PB LOCAL PB URB ZONA INDUSTRIAL LA TRINIDAD CARACAS EDO MIRANDA,CARACAS,GMOA022R                      ,MOBIL SUPER MOTO 2T API TC (CAJA 12X0.95 LT),"1,000,000","6,800,000",Alta
